mandi,crop,gross_price,distance_km,perishability,days_in_storage,net_earning,action
Okhla Mandi,Mustard,5930.0,14.8,2,16,4623.86,0
Okhla Mandi,Mustard,5740.0,27.8,2,14,4541.39,0
Okhla Mandi,Mustard,5725.0,21.7,1,15,4987.07,1
Okhla Mandi,Mustard,6010.0,10.9,3,38,1840.51,2
Okhla Mandi,Mustard,5721.0,29.5,1,7,5201.54,0
Okhla Mandi,Mustard,5945.0,9.3,3,2,5562.57,0
Okhla Mandi,Mustard,7650.0,29.9,3,37,2444.08,2
Okhla Mandi,Mustard,6200.0,7.0,3,45,1146.46,2
Okhla Mandi,Mustard,5680.0,32.4,1,38,4147.18,2
Okhla Mandi,Mustard,5550.0,27.1,1,14,4833.18,1
Okhla Mandi,Mustard,6800.0,22.3,2,26,4492.78,1
Okhla Mandi,Mustard,6100.0,5.5,2,45,2734.7,2
Okhla Mandi,Mustard,6050.0,7.5,1,7,5636.87,2
Okhla Mandi,Mustard,5750.0,12.9,2,13,4690.61,0
Okhla Mandi,Mustard,5650.0,14.3,1,39,4175.62,2
Okhla Mandi,Mustard,5800.0,5.0,2,22,4161.34,1
Okhla Mandi,Mustard,5670.0,29.6,3,45,1022.01,2
Okhla Mandi,Mustard,6010.0,28.5,3,8,4895.29,0
Okhla Mandi,Mustard,5492.0,5.0,3,13,4099.75,0
Okhla Mandi,Mustard,5550.0,10.2,3,18,3635.39,0
Okhla Mandi,Mustard,6080.0,15.3,2,35,3402.63,2
Okhla Mandi,Mustard,5150.0,8.8,1,32,4035.31,2
Okhla Mandi,Mustard,5950.0,9.5,2,10,5081.12,0
Okhla Mandi,Mustard,5950.0,10.0,3,13,4420.59,0
Okhla Mandi,Mustard,5550.0,20.5,3,3,5028.94,0
Okhla Mandi,Mustard,5492.0,29.4,1,45,3800.2,2
Okhla Mandi,Mustard,5670.0,30.8,3,15,3921.41,0
Okhla Mandi,Mustard,5300.0,28.9,2,11,4357.88,0
Okhla Mandi,Mustard,6000.0,8.9,2,20,4428.22,1
Okhla Mandi,Mustard,6080.0,5.0,1,2,5857.26,2
Okhla Mandi,Mustard,6050.0,5.0,1,8,5615.85,2
Okhla Mandi,Mustard,5650.0,5.0,3,16,3920.98,0
Okhla Mandi,Mustard,6010.0,30.3,1,7,5468.26,2
Okhla Mandi,Mustard,5875.0,23.9,2,11,4873.04,0
Okhla Mandi,Mustard,5920.0,26.6,1,18,5032.66,1
Okhla Mandi,Mustard,6050.0,5.3,2,39,3137.31,2
Okhla Mandi,Mustard,6080.0,21.6,1,28,4849.56,1
Okhla Mandi,Mustard,6010.0,7.9,3,27,3002.99,1
Okhla Mandi,Mustard,5492.0,7.7,1,2,5271.93,0
Okhla Mandi,Mustard,5670.0,8.7,2,26,3787.03,1
Okhla Mandi,Mustard,5945.0,34.0,3,37,1877.78,2
Okhla Mandi,Mustard,5721.0,30.8,2,16,4380.8,0
Okhla Mandi,Mustard,5650.0,16.1,2,26,3743.0,1
Okhla Mandi,Mustard,5950.0,7.9,2,0,5783.6,0
Okhla Mandi,Mustard,5930.0,11.1,1,34,4572.86,2
Okhla Mandi,Mustard,5150.0,16.0,1,19,4386.59,1
Okhla Mandi,Mustard,5950.0,20.2,1,37,4442.22,2
Okhla Mandi,Mustard,6090.0,5.0,2,7,5439.39,0
Okhla Mandi,Mustard,5850.0,29.1,1,25,4724.64,1
Okhla Mandi,Potatoes,3300.0,27.6,3,29,1466.7,2
Okhla Mandi,Potatoes,1400.0,9.8,4,8,1061.07,0
Okhla Mandi,Potatoes,1800.0,28.1,3,8,1365.66,0
Okhla Mandi,Potatoes,5800.0,5.0,5,26,1243.88,2
Okhla Mandi,Potatoes,800.0,30.1,3,10,494.79,0
Okhla Mandi,Potatoes,2200.0,15.3,5,13,1259.16,1
Okhla Mandi,Potatoes,1410.0,13.4,5,11,871.94,0
Okhla Mandi,Potatoes,1800.0,31.3,3,12,1235.74,0
Okhla Mandi,Potatoes,1500.0,23.2,3,12,1043.35,0
Okhla Mandi,Potatoes,4200.0,33.0,4,4,3541.87,2
Okhla Mandi,Potatoes,1570.0,29.8,4,22,641.83,2
Okhla Mandi,Potatoes,2750.0,8.6,5,16,1374.57,1
Okhla Mandi,Potatoes,5500.0,30.1,4,1,5084.37,2
Okhla Mandi,Potatoes,4000.0,13.0,5,3,3496.22,2
Okhla Mandi,Potatoes,2200.0,5.0,5,27,403.94,2
Okhla Mandi,Potatoes,2000.0,31.1,4,18,1007.29,1
Okhla Mandi,Potatoes,500.0,25.8,4,30,93.86,2
Okhla Mandi,Potatoes,1500.0,23.3,4,18,755.55,1
Okhla Mandi,Potatoes,1200.0,20.5,4,17,623.38,1
Okhla Mandi,Potatoes,1800.0,31.5,3,6,1404.9,0
Okhla Mandi,Potatoes,2000.0,5.6,4,26,724.33,2
Okhla Mandi,Potatoes,1620.0,31.1,4,2,1333.75,0
Okhla Mandi,Potatoes,1700.0,5.0,3,8,1400.42,0
Okhla Mandi,Potatoes,1500.0,9.9,3,22,852.0,2
Okhla Mandi,Potatoes,1200.0,13.5,3,20,700.8,1
Okhla Mandi,Potatoes,2320.0,19.1,5,24,604.52,2
Okhla Mandi,Potatoes,1650.0,28.1,4,27,509.84,2
Okhla Mandi,Potatoes,1700.0,23.8,4,3,1413.53,0
Okhla Mandi,Potatoes,1900.0,5.0,3,20,1172.48,1
Okhla Mandi,Potatoes,1400.0,20.2,4,2,1190.76,0
Okhla Mandi,Potatoes,2220.0,29.6,5,8,1518.48,1
Okhla Mandi,Potatoes,2230.0,5.0,5,15,1185.47,1
Okhla Mandi,Potatoes,1500.0,12.5,3,21,867.69,2
Okhla Mandi,Potatoes,1900.0,13.3,5,1,1728.73,2
Okhla Mandi,Potatoes,3200.0,14.6,3,23,1786.36,2
Okhla Mandi,Potatoes,1800.0,11.7,5,28,271.01,2
Okhla Mandi,Potatoes,1750.0,22.2,5,10,1107.26,0
Okhla Mandi,Potatoes,1750.0,20.4,3,5,1449.27,0
Okhla Mandi,Potatoes,2310.0,20.8,4,15,1368.96,1
Okhla Mandi,Potatoes,1700.0,19.9,4,0,1546.6,0
Okhla Mandi,Potatoes,2300.0,23.6,3,17,1466.01,1
Okhla Mandi,Potatoes,3500.0,7.5,5,2,3181.9,2
Okhla Mandi,Potatoes,2875.0,5.0,4,26,1048.1,2
Okhla Mandi,Potatoes,2000.0,13.1,4,18,1068.64,1
Okhla Mandi,Potatoes,1800.0,10.5,3,14,1272.35,1
Okhla Mandi,Potatoes,1015.0,9.7,3,25,515.07,2
Okhla Mandi,Potatoes,1800.0,12.5,3,2,1628.2,2
Okhla Mandi,Potatoes,4500.0,15.1,4,27,1520.43,2
Okhla Mandi,Potatoes,1700.0,34.0,3,26,777.78,2
Okhla Mandi,Potatoes,1750.0,13.2,3,15,1194.13,1
Okhla Mandi,Onions,3000.0,18.5,4,8,2285.83,2
Okhla Mandi,Onions,6750.0,18.2,4,21,3226.88,2
Okhla Mandi,Onions,2000.0,28.7,6,2,1659.08,0
Okhla Mandi,Onions,2720.0,28.5,4,18,1416.93,2
Okhla Mandi,Onions,2950.0,5.0,5,11,1916.87,1
Okhla Mandi,Onions,3600.0,33.4,6,3,2968.22,2
Okhla Mandi,Onions,4000.0,20.0,4,2,3617.6,2
Okhla Mandi,Onions,4000.0,28.1,6,16,1590.59,1
Okhla Mandi,Onions,1700.0,30.4,5,24,415.41,2
Okhla Mandi,Onions,2500.0,21.3,4,6,1987.8,0
Okhla Mandi,Onions,3100.0,5.0,4,16,1852.93,1
Okhla Mandi,Onions,1500.0,18.6,6,20,380.35,2
Okhla Mandi,Onions,2960.0,11.9,6,11,1708.96,1
Okhla Mandi,Onions,4200.0,5.0,6,6,3203.42,2
Okhla Mandi,Onions,1600.0,27.3,4,13,966.09,1
Okhla Mandi,Onions,2500.0,33.5,6,18,791.65,2
Okhla Mandi,Onions,2000.0,33.9,5,22,597.24,2
Okhla Mandi,Onions,2950.0,16.8,6,0,2790.2,2
Okhla Mandi,Onions,2200.0,15.0,6,10,1322.24,0
Okhla Mandi,Onions,3240.0,16.8,5,16,1598.69,1
Okhla Mandi,Onions,1800.0,30.9,6,17,612.5,1
Okhla Mandi,Onions,4000.0,28.5,6,14,1859.5,1
Okhla Mandi,Onions,2850.0,27.8,6,15,1208.05,1
Okhla Mandi,Onions,3380.0,5.0,4,16,2021.96,1
Okhla Mandi,Onions,2850.0,29.2,6,5,2146.6,1
Okhla Mandi,Onions,2800.0,15.2,4,14,1761.46,1
Okhla Mandi,Onions,2830.0,32.0,5,21,955.12,2
Okhla Mandi,Onions,4400.0,5.0,6,21,1044.81,2
Okhla Mandi,Onions,4500.0,21.7,4,15,2739.07,2
Okhla Mandi,Onions,3300.0,27.7,6,23,527.66,2
Okhla Mandi,Onions,2000.0,33.1,6,2,1634.58,0
Okhla Mandi,Onions,7500.0,6.6,5,16,3801.41,2
Okhla Mandi,Onions,2550.0,5.0,6,0,2469.0,2
Okhla Mandi,Onions,3100.0,28.7,4,14,1902.89,1
Okhla Mandi,Onions,2200.0,5.0,4,8,1717.81,0
Okhla Mandi,Onions,3200.0,30.5,6,1,2846.69,2
Okhla Mandi,Onions,3000.0,5.0,4,1,2840.16,2
Okhla Mandi,Onions,2850.0,13.8,5,10,1897.14,1
Okhla Mandi,Onions,2700.0,5.0,4,12,1862.59,1
Okhla Mandi,Onions,2000.0,5.0,6,5,1582.6,0
Okhla Mandi,Onions,4300.0,23.4,4,22,1922.74,2
Okhla Mandi,Onions,3500.0,27.4,5,1,3167.63,2
Okhla Mandi,Onions,4250.0,22.9,6,1,3882.61,2
Okhla Mandi,Onions,1500.0,13.6,6,13,738.63,1
Okhla Mandi,Onions,2300.0,13.7,6,21,529.92,2
Okhla Mandi,Onions,2200.0,20.0,6,0,2036.0,1
Okhla Mandi,Onions,1500.0,7.2,4,20,741.94,2
Okhla Mandi,Onions,3235.0,14.1,4,21,1530.51,2
Okhla Mandi,Onions,3800.0,30.7,6,9,2392.9,2
Okhla Mandi,Onions,1800.0,28.3,5,19,685.51,2
Okhla Mandi,Tomatoes,1000.0,23.4,9,1,794.26,0
Okhla Mandi,Tomatoes,1200.0,27.7,9,3,846.21,2
Okhla Mandi,Tomatoes,1250.0,31.6,9,6,699.93,2
Okhla Mandi,Tomatoes,1650.0,5.0,9,10,730.02,2
Okhla Mandi,Tomatoes,1800.0,13.6,8,0,1682.4,0
Okhla Mandi,Tomatoes,3400.0,5.0,9,5,2410.46,2
Okhla Mandi,Tomatoes,2250.0,5.0,9,7,1352.85,2
Okhla Mandi,Tomatoes,1800.0,32.5,8,10,815.88,2
Okhla Mandi,Tomatoes,1550.0,12.2,10,8,751.82,2
Okhla Mandi,Tomatoes,2500.0,10.5,9,2,2129.2,0
Okhla Mandi,Tomatoes,2500.0,14.3,9,7,1470.53,2
Okhla Mandi,Tomatoes,1550.0,5.0,9,6,1006.56,2
Okhla Mandi,Tomatoes,3800.0,19.3,10,8,1876.26,2
Okhla Mandi,Tomatoes,1620.0,23.2,10,6,926.98,2
Okhla Mandi,Tomatoes,2500.0,24.5,8,4,1860.82,2
Okhla Mandi,Tomatoes,2000.0,26.2,8,3,1543.2,2
Okhla Mandi,Tomatoes,1800.0,10.0,8,3,1458.62,2
Okhla Mandi,Tomatoes,2000.0,22.1,9,0,1827.4,0
Okhla Mandi,Tomatoes,3200.0,17.0,10,8,1577.68,2
Okhla Mandi,Tomatoes,3500.0,15.6,9,2,2976.07,1
Okhla Mandi,Tomatoes,2570.0,5.0,10,8,1294.07,2
Okhla Mandi,Tomatoes,1900.0,14.1,8,3,1521.45,2
Okhla Mandi,Tomatoes,1865.0,24.7,8,8,1034.57,2
Okhla Mandi,Tomatoes,2500.0,16.1,9,0,2353.4,0
Okhla Mandi,Tomatoes,2600.0,23.3,8,1,2292.61,0
Okhla Mandi,Tomatoes,1900.0,32.1,9,2,1489.1,0
Okhla Mandi,Tomatoes,7500.0,33.7,8,7,4746.14,2
Okhla Mandi,Tomatoes,2000.0,6.5,8,10,998.92,2
Okhla Mandi,Tomatoes,1200.0,22.9,8,5,789.34,2
Okhla Mandi,Tomatoes,2500.0,17.6,10,4,1781.74,2
Okhla Mandi,Tomatoes,2500.0,5.0,8,5,1839.2,2
Okhla Mandi,Tomatoes,2400.0,28.9,8,3,1864.88,2
Okhla Mandi,Tomatoes,3000.0,5.0,10,5,2037.0,2
Okhla Mandi,Tomatoes,1200.0,31.3,8,10,513.86,2
Okhla Mandi,Tomatoes,1900.0,5.0,9,5,1337.36,2
Okhla Mandi,Tomatoes,5000.0,10.5,10,0,4837.0,2
Okhla Mandi,Tomatoes,6950.0,5.0,10,5,4746.7,2
Okhla Mandi,Tomatoes,1870.0,5.0,10,8,937.35,2
Okhla Mandi,Tomatoes,2500.0,5.9,10,4,1835.1,2
Okhla Mandi,Tomatoes,2400.0,26.6,9,6,1482.06,2
Okhla Mandi,Tomatoes,3200.0,22.0,10,4,2283.04,2
Okhla Mandi,Tomatoes,3650.0,30.3,10,8,1765.5,2
Okhla Mandi,Tomatoes,2500.0,31.0,8,6,1611.97,2
Okhla Mandi,Tomatoes,3750.0,9.7,8,5,2748.77,2
Okhla Mandi,Tomatoes,3500.0,10.2,10,8,1751.78,2
Okhla Mandi,Tomatoes,2700.0,8.2,8,6,1848.92,2
Okhla Mandi,Tomatoes,3800.0,19.9,8,6,2566.48,2
Okhla Mandi,Tomatoes,4200.0,18.1,9,10,1843.4,2
Okhla Mandi,Tomatoes,2200.0,19.2,9,8,1159.17,2
Okhla Mandi,Tomatoes,1200.0,7.4,10,9,520.54,2
Najafgarh Mandi,Wheat,2800.0,33.6,2,44,1200.01,2
Najafgarh Mandi,Wheat,2810.0,17.0,1,7,2540.42,2
Najafgarh Mandi,Wheat,3092.0,43.5,1,27,2375.24,2
Najafgarh Mandi,Wheat,2950.0,20.9,1,37,2151.64,2
Najafgarh Mandi,Wheat,2800.0,37.2,1,30,2067.06,1
Najafgarh Mandi,Wheat,2775.0,14.0,1,4,2572.25,2
Najafgarh Mandi,Wheat,3000.0,33.9,1,32,2211.17,2
Najafgarh Mandi,Wheat,2695.0,22.4,2,14,2085.57,1
Najafgarh Mandi,Wheat,2775.0,29.3,1,45,1856.9,2
Najafgarh Mandi,Wheat,3068.0,33.6,2,21,2098.17,1
Najafgarh Mandi,Wheat,3155.0,27.9,2,45,1345.27,2
Najafgarh Mandi,Wheat,2972.0,27.9,1,29,2267.5,1
Najafgarh Mandi,Wheat,2690.0,27.4,2,44,1166.69,2
Najafgarh Mandi,Wheat,2940.0,41.4,2,10,2371.51,2
Najafgarh Mandi,Wheat,2860.0,30.3,1,27,2196.4,1
Najafgarh Mandi,Wheat,2765.0,15.6,2,34,1548.73,2
Najafgarh Mandi,Wheat,3100.0,26.1,1,25,2449.19,2
Najafgarh Mandi,Wheat,3155.0,31.8,1,36,2274.46,2
Najafgarh Mandi,Wheat,2850.0,44.0,1,37,2018.91,2
Najafgarh Mandi,Wheat,2400.0,12.3,2,3,2196.18,0
Najafgarh Mandi,Wheat,2940.0,39.6,1,33,2120.17,2
Najafgarh Mandi,Wheat,2971.0,45.4,1,15,2463.62,2
Najafgarh Mandi,Wheat,2200.0,45.7,2,12,1669.5,0
Najafgarh Mandi,Wheat,2850.0,28.5,2,35,1520.76,2
Najafgarh Mandi,Wheat,3265.0,34.2,1,16,2707.03,2
Najafgarh Mandi,Wheat,2900.0,45.4,2,21,1973.0,1
Najafgarh Mandi,Wheat,2815.0,29.3,1,36,2024.99,2
Najafgarh Mandi,Wheat,2730.0,39.3,2,27,1649.17,1
Najafgarh Mandi,Wheat,2800.0,40.0,1,23,2158.45,1
Najafgarh Mandi,Wheat,2800.0,23.1,2,7,2386.55,2
Najafgarh Mandi,Wheat,2780.0,15.2,1,26,2222.42,1
Najafgarh Mandi,Wheat,2820.0,25.9,2,12,2232.62,0
Najafgarh Mandi,Wheat,2800.0,16.0,1,26,2234.91,1
Najafgarh Mandi,Wheat,2850.0,46.6,2,24,1839.31,1
Najafgarh Mandi,Wheat,2815.0,28.7,1,19,2291.64,2
Najafgarh Mandi,Wheat,3050.0,38.2,1,34,2196.8,2
Najafgarh Mandi,Wheat,3425.0,27.4,2,13,2694.13,2
Najafgarh Mandi,Wheat,2971.0,39.4,2,28,1776.32,1
Najafgarh Mandi,Wheat,2750.0,31.9,2,3,2413.47,2
Najafgarh Mandi,Wheat,2950.0,20.2,2,25,1938.86,1
Najafgarh Mandi,Wheat,3201.0,45.9,1,9,2772.19,2
Najafgarh Mandi,Wheat,3850.0,19.6,1,4,3567.67,2
Najafgarh Mandi,Wheat,2800.0,45.3,2,33,1534.25,2
Najafgarh Mandi,Wheat,2925.0,45.1,1,10,2503.74,2
Najafgarh Mandi,Wheat,4000.0,32.1,1,11,3481.39,2
Najafgarh Mandi,Wheat,2825.0,41.2,1,6,2490.11,2
Najafgarh Mandi,Wheat,3000.0,43.5,2,39,1459.94,2
Najafgarh Mandi,Wheat,2760.0,26.5,2,22,1873.71,1
Najafgarh Mandi,Wheat,2850.0,42.9,2,44,1227.18,2
Najafgarh Mandi,Wheat,2685.0,20.8,2,18,1965.1,1
Najafgarh Mandi,Mustard,5810.0,41.8,2,26,3787.92,1
Najafgarh Mandi,Mustard,7650.0,22.2,3,36,2592.06,2
Najafgarh Mandi,Mustard,5572.0,26.2,3,39,1580.4,2
Najafgarh Mandi,Mustard,5650.0,37.3,1,23,4579.98,1
Najafgarh Mandi,Mustard,5800.0,34.7,3,33,2223.17,2
Najafgarh Mandi,Mustard,5930.0,28.0,1,22,4898.47,1
Najafgarh Mandi,Mustard,5875.0,13.1,2,40,2953.03,2
Najafgarh Mandi,Mustard,5930.0,32.5,2,5,5279.42,0
Najafgarh Mandi,Mustard,5800.0,37.1,3,38,1725.8,2
Najafgarh Mandi,Mustard,6050.0,12.2,3,21,3642.31,1
Najafgarh Mandi,Mustard,6080.0,18.5,2,35,3391.49,2
Najafgarh Mandi,Mustard,6080.0,26.4,1,22,5034.4,1
Najafgarh Mandi,Mustard,5925.0,22.4,2,36,3221.75,2
Najafgarh Mandi,Mustard,5750.0,20.7,3,13,4221.27,0
Najafgarh Mandi,Mustard,5930.0,24.8,3,35,2095.16,2
Najafgarh Mandi,Mustard,5400.0,19.5,2,20,3933.0,1
Najafgarh Mandi,Mustard,5950.0,32.5,1,15,5128.76,1
Najafgarh Mandi,Mustard,5650.0,26.3,2,9,4798.25,0
Najafgarh Mandi,Mustard,5800.0,17.7,3,8,4774.6,0
Najafgarh Mandi,Mustard,5000.0,45.2,2,21,3513.06,1
Najafgarh Mandi,Mustard,5930.0,24.5,3,24,3217.38,1
Najafgarh Mandi,Mustard,5650.0,38.4,2,0,5306.6,0
Najafgarh Mandi,Mustard,5750.0,17.8,1,40,4201.43,2
Najafgarh Mandi,Mustard,5800.0,17.4,3,31,2466.18,1
Najafgarh Mandi,Mustard,5400.0,28.0,1,22,4447.63,1
Najafgarh Mandi,Mustard,5925.0,37.3,2,16,4510.82,0
Najafgarh Mandi,Mustard,6010.0,40.1,1,8,5435.3,0
Najafgarh Mandi,Mustard,5980.0,19.3,1,2,5675.66,0
Najafgarh Mandi,Mustard,5000.0,36.4,3,44,973.77,2
Najafgarh Mandi,Mustard,5945.0,31.0,1,2,5572.42,0
Najafgarh Mandi,Mustard,6050.0,17.5,2,18,4566.02,0
Najafgarh Mandi,Mustard,5850.0,41.2,2,32,3417.32,2
Najafgarh Mandi,Mustard,5980.0,41.3,3,3,5368.12,0
Najafgarh Mandi,Mustard,5800.0,36.5,3,5,4973.15,0
Najafgarh Mandi,Mustard,5930.0,30.5,3,0,5628.4,0
Najafgarh Mandi,Mustard,5740.0,37.0,2,39,2874.5,2
Najafgarh Mandi,Mustard,5980.0,45.5,2,34,3348.14,2
Najafgarh Mandi,Mustard,5690.0,25.7,3,42,1322.97,2
Najafgarh Mandi,Mustard,6000.0,40.1,3,3,5391.77,0
Najafgarh Mandi,Mustard,6050.0,22.0,2,36,3292.7,2
Najafgarh Mandi,Mustard,5950.0,20.6,3,2,5501.93,0
Najafgarh Mandi,Mustard,5550.0,41.0,3,17,3646.62,0
Najafgarh Mandi,Mustard,5680.0,35.4,1,11,5000.64,0
Najafgarh Mandi,Mustard,5750.0,25.5,1,26,4626.81,1
Najafgarh Mandi,Mustard,6000.0,33.6,1,4,5542.12,2
Najafgarh Mandi,Mustard,5930.0,42.6,1,32,4540.72,2
Najafgarh Mandi,Mustard,5750.0,14.8,1,18,4947.21,1
Najafgarh Mandi,Mustard,5670.0,23.5,2,29,3530.97,1
Najafgarh Mandi,Mustard,6080.0,25.2,1,12,5389.08,0
Najafgarh Mandi,Mustard,5830.0,35.3,3,22,3322.97,1
Najafgarh Mandi,Potatoes,3700.0,39.2,4,28,1112.18,2
Najafgarh Mandi,Potatoes,4250.0,46.5,4,30,1107.61,2
Najafgarh Mandi,Potatoes,1750.0,43.8,4,29,461.44,2
Najafgarh Mandi,Potatoes,2200.0,46.0,4,5,1715.12,2
Najafgarh Mandi,Potatoes,2320.0,15.8,4,8,1760.47,2
Najafgarh Mandi,Potatoes,2200.0,36.5,3,16,1379.14,1
Najafgarh Mandi,Potatoes,1500.0,30.0,5,26,283.8,2
Najafgarh Mandi,Potatoes,1800.0,29.9,5,15,871.53,1
Najafgarh Mandi,Potatoes,2050.0,21.9,4,5,1652.29,2
Najafgarh Mandi,Potatoes,2500.0,16.9,5,6,1925.85,2
Najafgarh Mandi,Potatoes,1500.0,14.5,4,19,752.35,1
Najafgarh Mandi,Potatoes,1850.0,15.0,5,19,740.89,1
Najafgarh Mandi,Potatoes,2100.0,31.2,3,1,1837.13,2
Najafgarh Mandi,Potatoes,3750.0,24.9,5,9,2573.69,2
Najafgarh Mandi,Potatoes,2150.0,36.6,4,8,1525.02,0
Najafgarh Mandi,Potatoes,1900.0,20.6,4,28,570.2,2
Najafgarh Mandi,Potatoes,2350.0,15.9,3,9,1849.97,2
Najafgarh Mandi,Potatoes,1950.0,44.9,4,18,970.68,1
Najafgarh Mandi,Potatoes,1650.0,12.1,4,3,1433.2,0
Najafgarh Mandi,Potatoes,3400.0,24.9,3,27,1635.86,2
Najafgarh Mandi,Potatoes,2575.0,25.3,5,16,1233.28,1
Najafgarh Mandi,Potatoes,1750.0,27.6,3,9,1298.4,0
Najafgarh Mandi,Potatoes,2150.0,41.2,4,5,1691.01,2
Najafgarh Mandi,Potatoes,5700.0,35.1,4,17,3182.24,2
Najafgarh Mandi,Potatoes,1700.0,27.0,5,19,646.72,1
Najafgarh Mandi,Potatoes,1700.0,43.8,5,14,851.96,1
Najafgarh Mandi,Potatoes,1800.0,27.0,3,26,852.26,2
Najafgarh Mandi,Potatoes,4250.0,19.8,5,24,1132.94,2
Najafgarh Mandi,Potatoes,1850.0,20.3,3,7,1478.11,0
Najafgarh Mandi,Potatoes,1730.0,18.8,5,14,917.91,1
Najafgarh Mandi,Potatoes,1450.0,12.9,3,24,763.16,2
Najafgarh Mandi,Potatoes,2440.0,21.3,4,7,1883.15,2
Najafgarh Mandi,Potatoes,1750.0,27.9,5,29,232.14,2
Najafgarh Mandi,Potatoes,4100.0,32.7,4,29,1161.83,2
Najafgarh Mandi,Potatoes,1500.0,23.5,4,5,1169.52,0
Najafgarh Mandi,Potatoes,1750.0,40.6,5,30,229.85,2
Najafgarh Mandi,Potatoes,900.0,39.4,5,9,471.29,0
Najafgarh Mandi,Potatoes,1750.0,37.8,5,13,907.8,1
Najafgarh Mandi,Potatoes,2200.0,14.2,4,16,1275.61,1
Najafgarh Mandi,Potatoes,2150.0,19.0,5,24,558.04,2
Najafgarh Mandi,Potatoes,3300.0,21.2,3,21,1932.43,2
Najafgarh Mandi,Potatoes,1760.0,35.2,5,20,605.44,1
Najafgarh Mandi,Potatoes,1600.0,33.9,5,26,300.21,2
Najafgarh Mandi,Potatoes,1400.0,41.0,4,27,418.0,2
Najafgarh Mandi,Potatoes,900.0,44.6,4,1,664.95,0
Najafgarh Mandi,Potatoes,2230.0,22.1,5,25,513.2,2
Najafgarh Mandi,Potatoes,1150.0,18.9,4,6,867.64,0
Najafgarh Mandi,Potatoes,2575.0,28.3,5,0,2353.7,2
Najafgarh Mandi,Potatoes,3000.0,36.8,4,17,1609.77,2
Najafgarh Mandi,Potatoes,1800.0,20.9,4,20,852.07,1
Najafgarh Mandi,Onions,4050.0,39.4,4,17,2209.7,2
Najafgarh Mandi,Onions,1500.0,40.8,6,2,1193.78,0
Najafgarh Mandi,Onions,3500.0,12.1,6,23,577.47,2
Najafgarh Mandi,Onions,1425.0,30.6,4,25,485.16,2
Najafgarh Mandi,Onions,3000.0,42.4,4,22,1297.62,2
Najafgarh Mandi,Onions,1699.0,43.8,4,3,1362.23,0
Najafgarh Mandi,Onions,1600.0,24.2,5,25,355.7,2
Najafgarh Mandi,Onions,1500.0,19.9,4,20,702.31,2
Najafgarh Mandi,Onions,2500.0,25.6,6,12,1304.36,1
Najafgarh Mandi,Onions,2500.0,24.0,4,21,1143.78,2
Najafgarh Mandi,Onions,2100.0,35.5,4,11,1357.92,1
Najafgarh Mandi,Onions,2200.0,12.3,4,14,1382.58,1
Najafgarh Mandi,Onions,7200.0,26.2,5,19,2966.48,2
Najafgarh Mandi,Onions,2100.0,15.9,4,22,926.35,2
Najafgarh Mandi,Onions,3500.0,42.0,4,5,2852.08,2
Najafgarh Mandi,Onions,1500.0,29.8,5,21,477.74,2
Najafgarh Mandi,Onions,2100.0,23.9,5,10,1340.22,0
Najafgarh Mandi,Onions,3050.0,24.2,6,3,2536.67,2
Najafgarh Mandi,Onions,3500.0,30.0,6,13,1729.0,1
Najafgarh Mandi,Onions,3900.0,13.8,5,18,1720.03,2
Najafgarh Mandi,Onions,3000.0,19.5,6,8,2009.98,1
Najafgarh Mandi,Onions,2100.0,38.2,4,18,1038.76,2
Najafgarh Mandi,Onions,3050.0,36.2,6,9,1873.74,1
Najafgarh Mandi,Onions,2900.0,42.3,5,15,1458.41,1
Najafgarh Mandi,Onions,4000.0,15.9,4,20,1988.79,2
Najafgarh Mandi,Onions,2600.0,44.5,6,23,403.81,2
Najafgarh Mandi,Onions,1080.0,29.8,4,4,795.16,0
Najafgarh Mandi,Onions,1080.0,43.2,6,25,129.6,2
Najafgarh Mandi,Onions,6750.0,45.1,4,16,3949.82,2
Najafgarh Mandi,Onions,2950.0,39.6,4,2,2526.04,2
Najafgarh Mandi,Onions,2200.0,42.8,6,25,294.51,2
Najafgarh Mandi,Onions,3200.0,12.2,4,23,1372.13,2
Najafgarh Mandi,Onions,3800.0,41.1,4,21,1755.37,2
Najafgarh Mandi,Onions,3170.0,18.9,6,21,730.34,2
Najafgarh Mandi,Onions,1500.0,30.4,4,18,731.36,2
Najafgarh Mandi,Onions,1100.0,41.7,4,14,591.19,1
Najafgarh Mandi,Onions,1800.0,14.5,5,24,469.56,2
Najafgarh Mandi,Onions,7600.0,12.4,5,7,5825.14,2
Najafgarh Mandi,Onions,3700.0,28.6,6,24,518.16,2
Najafgarh Mandi,Onions,3100.0,41.5,4,16,1756.37,1
Najafgarh Mandi,Onions,3300.0,27.6,4,12,2184.7,1
Najafgarh Mandi,Onions,3175.0,19.9,4,9,2345.81,2
Najafgarh Mandi,Onions,2200.0,27.4,6,21,485.95,2
Najafgarh Mandi,Onions,2700.0,24.9,6,22,519.29,2
Najafgarh Mandi,Onions,2950.0,24.9,6,25,411.24,2
Najafgarh Mandi,Onions,2600.0,44.3,5,10,1644.06,0
Najafgarh Mandi,Onions,2950.0,41.3,4,1,2640.23,2
Najafgarh Mandi,Onions,2500.0,15.5,4,3,2187.3,0
Najafgarh Mandi,Onions,2850.0,26.7,5,4,2316.86,2
